Hang_xe,Tuoi_xe,Nam_dang_ky,Tinh_trang_xe,Dung_tich_xe,Dong_xe,So_km_da_di,Loai_xe,Gia_xe
Piaggio,10,2013,Đã sử dụng,100 - 175 cc,Vespa,2100,Tay ga,11500000.0
Yamaha,10,2013,Đã sử dụng,100 - 175 cc,Exciter,20000,Tay côn,14500000.0
Honda,2,2021,Đã sử dụng,Không rõ,WinnerX,14000,Tay côn,32500000.0
Honda,15,2008,Đã sử dụng,100 - 175 cc,SH,31000,Tay ga,120000000.0
Yamaha,9,2014,Đã sử dụng,100 - 175 cc,Sirius,8,Xe số,8800000.0
Piaggio,8,2015,Đã sử dụng,Không rõ,Vespa,27000,Tay ga,41800000.0
Yamaha,4,2019,Đã sử dụng,100 - 175 cc,Nouvo,2499,Tay ga,11500000.0
Yamaha,14,2009,Đã sử dụng,100 - 175 cc,Mio,53000,Tay ga,5000000.0
Hãng khác,21,2002,Đã sử dụng,50 - 100 cc,Dòng khác,23456,Xe số,5500000.0
Piaggio,11,2012,Đã sử dụng,100 - 175 cc,Liberty,15000,Tay ga,14000000.0
Honda,6,2017,Đã sử dụng,Không rõ,SH,7000,Tay ga,69000000.0
Yamaha,7,2016,Đã sử dụng,100 - 175 cc,Jupiter,24000,Xe số,14900000.0
Honda,1,2022,Đã sử dụng,Trên 175 cc,Rebel,1234,Tay côn,80000000.0
Yamaha,11,2012,Đã sử dụng,100 - 175 cc,Exciter,20000,Tay côn,19500000.0
Suzuki,21,2002,Đã sử dụng,Không rõ,Viva,1111,Xe số,8000000.0
Honda,10,2013,Đã sử dụng,100 - 175 cc,AirBlade,15000,Tay ga,12300000.0
Honda,10,2013,Đã sử dụng,100 - 175 cc,SH,10000,Tay ga,57500000.0
Honda,9,2014,Đã sử dụng,100 - 175 cc,SHMode,18000,Tay ga,43500000.0
Honda,22,2001,Đã sử dụng,100 - 175 cc,Dream,11111,Xe số,10800000.0
Yamaha,5,2018,Đã sử dụng,100 - 175 cc,Exciter,20500,Tay côn,34000000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,Winner,10000,Tay côn,18300000.0
Honda,13,2010,Đã sử dụng,100 - 175 cc,AirBlade,12382,Tay ga,21000000.0
Hãng khác,21,2002,Đã sử dụng,100 - 175 cc,Dòng khác,20000,Xe số,2200000.0
Honda,43,1980,Đã sử dụng,50 - 100 cc,Cub,6999,Xe số,8300000.0
Honda,12,2011,Đã sử dụng,100 - 175 cc,Vision,45678,Tay ga,12900000.0
Honda,11,2012,Đã sử dụng,100 - 175 cc,Lead,23111,Tay ga,8900000.0
Yamaha,13,2010,Đã sử dụng,100 - 175 cc,Mio,25000,Tay ga,7800000.0
Yamaha,10,2013,Đã sử dụng,100 - 175 cc,Exciter,25000,Tay côn,11800000.0
Yamaha,4,2019,Đã sử dụng,100 - 175 cc,Nouvo,10000,Tay ga,4000000.0
Yamaha,1,2022,Đã sử dụng,100 - 175 cc,Freego,2100,Tay ga,28000000.0
Honda,11,2012,Đã sử dụng,100 - 175 cc,Wave,20000,Xe số,8300000.0
Yamaha,6,2017,Đã sử dụng,100 - 175 cc,Exciter,18000,Tay côn,18800000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,Vision,5700,Tay ga,28800000.0
SYM,12,2011,Đã sử dụng,100 - 175 cc,Elizabeth,39000,Tay ga,6800000.0
Honda,5,2018,Đã sử dụng,Không rõ,AirBlade,17000,Tay ga,35500000.0
Yamaha,11,2012,Đã sử dụng,100 - 175 cc,Exciter,15000,Xe số,21500000.0
Honda,1,2022,Đã sử dụng,Không rõ,Wave,9000,Xe số,16000000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,SH,12000,Tay ga,69000000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,Vision,16,Tay ga,25000000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,Vision,8000,Tay ga,24500000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,Vario,7000,Tay ga,47000000.0
Yamaha,6,2017,Đã sử dụng,Không rõ,Exciter,23456,Tay ga,20500000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,SH,5000,Tay ga,87000000.0
Honda,17,2006,Đã sử dụng,100 - 175 cc,SH,30000,Tay ga,66000000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,AirBlade,8100,Tay ga,43800000.0
Yamaha,1,2022,Đã sử dụng,Không rõ,Jupiter,2500,Xe số,27000000.0
Honda,25,1998,Đã sử dụng,100 - 175 cc,Dream,44744,Xe số,10000000.0
Honda,17,2006,Đã sử dụng,50 - 100 cc,Spacy,2016,Tay ga,3200000.0
Hãng khác,15,2008,Đã sử dụng,100 - 175 cc,Espero,10000,Tay côn,9000000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,Winner,10000,Tay côn,21500000.0
Honda,6,2017,Đã sử dụng,Không rõ,Wave,20000,Xe số,33680000.0
Honda,3,2020,Đã sử dụng,Không rõ,SH,15000,Tay ga,74000000.0
Piaggio,9,2014,Đã sử dụng,Không rõ,Primavera,20000,Tay ga,36500000.0
Yamaha,10,2013,Đã sử dụng,Không rõ,Janus,10000,Tay ga,8500000.0
Suzuki,23,2000,Mới,100 - 175 cc,Sport/Xipo,0,Tay côn,32500000.0
Honda,8,2015,Đã sử dụng,100 - 175 cc,AirBlade,12000,Tay ga,27000000.0
Kawasaki,13,2010,Đã sử dụng,Không rõ,ZX6R,20000,Tay côn,35000000.0
Honda,33,1990,Đã sử dụng,Dưới 50 cc,Dòng khác,9999,Xe số,2700000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,AirBlade,12000,Tay ga,23500000.0
Piaggio,4,2019,Đã sử dụng,100 - 175 cc,Sprint,3000,Tay ga,62500000.0
Suzuki,5,2018,Đã sử dụng,100 - 175 cc,Raider,8000,Tay côn,29500000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,Vario,14000,Tay ga,50000000.0
Honda,2,2021,Đã sử dụng,Không rõ,WinnerX,5000,Tay côn,25500000.0
Suzuki,1,2022,Mới,100 - 175 cc,Satria,0,Tay côn,52000000.0
Honda,6,2017,Đã sử dụng,Không rõ,Wave,11,Xe số,12500000.0
Yamaha,4,2019,Đã sử dụng,Không rõ,Exciter,6800,Tay côn,29900000.0
Honda,24,1999,Đã sử dụng,Không rõ,Dream,50000,Xe số,15000000.0
Honda,20,2003,Đã sử dụng,100 - 175 cc,Wave,20000,Xe số,33500000.0
Piaggio,10,2013,Đã sử dụng,100 - 175 cc,Liberty,15000,Tay ga,15000000.0
Yamaha,13,2010,Đã sử dụng,100 - 175 cc,Mio,15000,Tay ga,6000000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,Vario,7000,Tay ga,44500000.0
Piaggio,9,2014,Đã sử dụng,Không rõ,LX,12000,Tay ga,17900000.0
Piaggio,11,2012,Đã sử dụng,100 - 175 cc,LX,15000,Tay ga,15500000.0
Honda,11,2012,Đã sử dụng,100 - 175 cc,AirBlade,1234,Tay ga,9500000.0
Suzuki,3,2020,Đã sử dụng,100 - 175 cc,Raider,15780,Tay côn,28300000.0
Honda,1,2022,Đã sử dụng,Không rõ,SHMode,5400,Tay ga,65000000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,WinnerX,11000,Xe số,27500000.0
Yamaha,13,2010,Đã sử dụng,100 - 175 cc,Exciter,15000,Xe số,35500000.0
Honda,14,2009,Đã sử dụng,100 - 175 cc,Spacy,20000,Tay ga,17000000.0
Honda,6,2017,Đã sử dụng,Không rõ,Wave,1,Xe số,76000000.0
Yamaha,5,2018,Đã sử dụng,100 - 175 cc,Nvx,10000,Tay ga,22800000.0
Honda,10,2013,Đã sử dụng,100 - 175 cc,CBR,15000,Tay côn,26000000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,AirBlade,12000,Tay ga,47000000.0
Honda,13,2010,Đã sử dụng,100 - 175 cc,SH,9999,Tay ga,170000000.0
Honda,8,2015,Đã sử dụng,100 - 175 cc,Vision,40000,Tay ga,20200000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,Vario,2600,Tay ga,87000000.0
Honda,13,2010,Đã sử dụng,100 - 175 cc,AirBlade,8000,Tay ga,32500000.0
Yamaha,8,2015,Đã sử dụng,100 - 175 cc,Exciter,12000,Tay côn,17500000.0
Honda,18,2005,Đã sử dụng,100 - 175 cc,Dream,77,Xe số,3700000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,SHMode,16000,Tay ga,48600000.0
Suzuki,4,2019,Đã sử dụng,100 - 175 cc,Satria,22222,Tay côn,35500000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,AirBlade,8000,Tay ga,26800000.0
Honda,15,2008,Đã sử dụng,Không rõ,AirBlade,15000,Tay ga,7800000.0
Piaggio,6,2017,Đã sử dụng,100 - 175 cc,Liberty,15000,Tay ga,21500000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,SHMode,19000,Tay ga,56500000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,Vario,27000,Tay ga,55000000.0
Honda,2,2021,Đã sử dụng,Không rõ,Future,500,Xe số,26200000.0
Honda,5,2018,Đã sử dụng,Không rõ,Vision,15000,Tay ga,23500000.0
Honda,14,2009,Đã sử dụng,100 - 175 cc,Future,25000,Xe số,52500000.0
Honda,14,2009,Đã sử dụng,100 - 175 cc,Wave,35000,Xe số,9500000.0
Suzuki,5,2018,Đã sử dụng,100 - 175 cc,GSX,10000,Tay côn,36500000.0
Hãng khác,1,2022,Mới,Trên 175 cc,Dòng khác,0,Tay côn,135000000.0
Hãng khác,1,2022,Mới,Trên 175 cc,Dòng khác,0,Tay côn,175000000.0
Honda,4,2019,Mới,100 - 175 cc,WinnerX,0,Tay côn,25000000.0
Honda,10,2013,Đã sử dụng,100 - 175 cc,AirBlade,18000,Tay ga,18000000.0
Honda,8,2015,Đã sử dụng,Không rõ,AirBlade,60000,Tay ga,22000000.0
Honda,13,2010,Đã sử dụng,Không rõ,Wave,24000,Xe số,3900000.0
Hãng khác,1,2022,Mới,Trên 175 cc,390,0,Tay côn,199000000.0
Honda,13,2010,Đã sử dụng,100 - 175 cc,Wave,10000,Xe số,7000000.0
Honda,6,2017,Đã sử dụng,Không rõ,Vario,15000,Tay ga,56000000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,SH,2000,Tay ga,77000000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,SH,8000,Tay ga,92000000.0
Honda,11,2012,Đã sử dụng,100 - 175 cc,AirBlade,32000,Tay ga,13500000.0
Honda,11,2012,Đã sử dụng,100 - 175 cc,SH,14,Tay ga,95000000.0
Suzuki,12,2011,Đã sử dụng,50 - 100 cc,Hayate,20000,Tay ga,5500000.0
Honda,8,2015,Đã sử dụng,Không rõ,AirBlade,30,Tay ga,28500000.0
Honda,18,2005,Đã sử dụng,100 - 175 cc,Wave,39000,Xe số,18000000.0
Honda,15,2008,Đã sử dụng,Không rõ,Wave,39000,Xe số,9500000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,Vario,10000,Tay ga,38500000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,SH,11000,Tay ga,79000000.0
Honda,14,2009,Đã sử dụng,Không rõ,Wave,39000,Xe số,9000000.0
Kawasaki,8,2015,Đã sử dụng,Trên 175 cc,Z800,25000,Tay côn,135000000.0
Piaggio,9,2014,Đã sử dụng,100 - 175 cc,GTS,18000,Tay ga,35000000.0
Piaggio,8,2015,Đã sử dụng,100 - 175 cc,Vespa,16,Tay ga,8200000.0
Honda,17,2006,Đã sử dụng,50 - 100 cc,Wave,55555,Xe số,5000000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,SHMode,12345,Tay ga,49500000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,Sonic,25000,Tay côn,32000000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,SH,200,Tay ga,88000000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,AirBlade,7200,Tay ga,36000000.0
Honda,9,2014,Đã sử dụng,100 - 175 cc,Wave,8000,Xe số,8000000.0
Honda,12,2011,Đã sử dụng,100 - 175 cc,Dòng khác,17000,Tay côn,17000000.0
Piaggio,9,2014,Đã sử dụng,100 - 175 cc,LX,19000,Tay ga,25500000.0
Honda,14,2009,Đã sử dụng,100 - 175 cc,Wave,62567,Xe số,9000000.0
Honda,18,2005,Đã sử dụng,Không rõ,Wave,39000,Xe số,12500000.0
Suzuki,23,2000,Đã sử dụng,100 - 175 cc,Sport/Xipo,25000,Tay côn,20000000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,Vision,5555,Tay ga,30000000.0
Honda,3,2020,Đã sử dụng,50 - 100 cc,Cub,10000,Tay ga,26000000.0
Honda,15,2008,Đã sử dụng,Không rõ,Future,39000,Xe số,14500000.0
Honda,13,2010,Đã sử dụng,100 - 175 cc,Wave,3939,Xe số,9500000.0
Honda,12,2011,Đã sử dụng,50 - 100 cc,Cub,51100,Xe số,26000000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,SH,5000,Tay ga,99000000.0
Yamaha,11,2012,Đã sử dụng,Không rõ,Sirius,5555,Xe số,7500000.0
Honda,16,2007,Đã sử dụng,100 - 175 cc,SH,39000,Tay ga,71000000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,SH,9999,Tay ga,86000000.0
Honda,11,2012,Đã sử dụng,100 - 175 cc,Vision,25000,Tay ga,14800000.0
Piaggio,5,2018,Đã sử dụng,100 - 175 cc,Liberty,29000,Tay ga,18000000.0
Honda,11,2012,Đã sử dụng,Không rõ,AirBlade,27000,Tay ga,15500000.0
Yamaha,10,2013,Đã sử dụng,100 - 175 cc,Exciter,35000,Tay côn,13200000.0
Honda,7,2016,Đã sử dụng,100 - 175 cc,SH,8000,Tay ga,65000000.0
Yamaha,8,2015,Đã sử dụng,100 - 175 cc,Exciter,15000,Tay côn,17600000.0
Honda,7,2016,Đã sử dụng,Không rõ,AirBlade,23000,Tay ga,29500000.0
Piaggio,9,2014,Đã sử dụng,100 - 175 cc,Liberty,2500,Tay ga,8500000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,Vision,1,Tay ga,32500000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,SH,5000,Tay ga,85000000.0
Hãng khác,9,2014,Đã sử dụng,100 - 175 cc,Dòng khác,123,Tay côn,6500000.0
Suzuki,6,2017,Đã sử dụng,100 - 175 cc,Raider,25000,Xe số,29000000.0
Honda,1,2022,Đã sử dụng,Không rõ,SH,5,Tay ga,78500000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,Vario,42000,Tay ga,38000000.0
Honda,15,2008,Đã sử dụng,Không rõ,AirBlade,50000,Tay ga,17000000.0
Yamaha,10,2013,Đã sử dụng,Không rõ,FZ,28000,Tay côn,19000000.0
Honda,12,2011,Đã sử dụng,100 - 175 cc,SH,22000,Tay ga,179000000.0
Honda,9,2014,Đã sử dụng,Không rõ,Wave,20,Xe số,11500000.0
Hãng khác,5,2018,Đã sử dụng,Không rõ,Espero,8888,Xe số,8800000.0
Honda,7,2016,Đã sử dụng,100 - 175 cc,Wave,1500,Xe số,8200000.0
Yamaha,14,2009,Đã sử dụng,Không rõ,Sirius,39000,Xe số,8500000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,Vario,12000,Tay ga,40500000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,Wave,1000,Xe số,31000000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,Vario,700,Tay ga,48000000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,Lead,2200,Tay ga,24500000.0
Honda,20,2003,Đã sử dụng,50 - 100 cc,Wave,9191,Xe số,3100000.0
Suzuki,1,2022,Đã sử dụng,100 - 175 cc,Sport/Xipo,69000,Tay côn,78000000.0
Honda,8,2015,Đã sử dụng,100 - 175 cc,Click,10000,Tay ga,58500000.0
Honda,7,2016,Đã sử dụng,Không rõ,Vario,20000,Tay ga,54600000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,AirBlade,1800,Tay ga,29000000.0
Honda,19,2004,Đã sử dụng,50 - 100 cc,Wave,2200,Xe số,12500000.0
Honda,8,2015,Đã sử dụng,100 - 175 cc,AirBlade,1500,Tay ga,16800000.0
Honda,5,2018,Đã sử dụng,Không rõ,Lead,3800,Tay ga,17500000.0
Honda,12,2011,Đã sử dụng,Không rõ,AirBlade,22000,Tay ga,15500000.0
SYM,11,2012,Đã sử dụng,100 - 175 cc,Shark,2200,Tay ga,4200000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,Vario,10000,Tay ga,46000000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,Vario,5000,Tay ga,52500000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,MSX125,2099,Tay côn,22500000.0
Piaggio,11,2012,Đã sử dụng,100 - 175 cc,Liberty,24000,Tay ga,15500000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,SH,1600,Tay ga,55000000.0
Yamaha,8,2015,Đã sử dụng,100 - 175 cc,Exciter,60000,Tay côn,23500000.0
Honda,10,2013,Đã sử dụng,100 - 175 cc,AirBlade,123,Tay ga,18500000.0
Honda,1,2022,Đã sử dụng,50 - 100 cc,Vision,30000,Tay ga,68688888.0
Piaggio,1,2022,Đã sử dụng,100 - 175 cc,Vespa,30000,Tay ga,68680000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,AirBlade,1600,Tay ga,28000000.0
Honda,15,2008,Đã sử dụng,100 - 175 cc,SH,4688,Tay ga,31999999.0
Yamaha,3,2020,Đã sử dụng,100 - 175 cc,Latte,5000,Tay ga,31000000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,Click,20000,Tay ga,68688880.0
Yamaha,11,2012,Đã sử dụng,Không rõ,Exciter,1,Tay côn,21000000.0
Suzuki,1,2022,Đã sử dụng,100 - 175 cc,Sport/Xipo,30000,Tay côn,150000000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,SH,4600,Tay ga,99900000.0
Yamaha,16,2007,Đã sử dụng,Không rõ,Nouvo,32123,Tay ga,2900000.0
Piaggio,6,2017,Đã sử dụng,100 - 175 cc,Medley,10000,Tay ga,30500000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,Vario,30000,Tay ga,50000000.0
Suzuki,3,2020,Đã sử dụng,Không rõ,Satria,12,Tay côn,41500000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,Click,30000,Tay ga,50000000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,WinnerX,12345,Tay côn,22800000.0
Honda,8,2015,Đã sử dụng,100 - 175 cc,AirBlade,28000,Tay ga,19000000.0
Honda,10,2013,Đã sử dụng,100 - 175 cc,CBR,12345,Tay côn,25800000.0
Honda,9,2014,Đã sử dụng,100 - 175 cc,AirBlade,10000,Tay ga,23500000.0
Yamaha,7,2016,Đã sử dụng,100 - 175 cc,Janus,123,Tay ga,14800000.0
Piaggio,1,2022,Đã sử dụng,100 - 175 cc,Vespa,20000,Tay ga,68000000.0
Suzuki,24,1999,Đã sử dụng,100 - 175 cc,Sport/Xipo,6000,Xe số,29000000.0
Yamaha,1,2022,Đã sử dụng,100 - 175 cc,Exciter,3000,Tay côn,35000000.0
Honda,18,2005,Đã sử dụng,100 - 175 cc,Future,5000,Xe số,11500000.0
Honda,1,2022,Đã sử dụng,50 - 100 cc,SH,30000,Tay ga,150000000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,Winner,50000,Xe số,23000000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,Click,3000,Tay ga,86000000.0
Honda,21,2002,Đã sử dụng,Trên 175 cc,CB,36523,Xe số,52500000.0
SYM,10,2013,Đã sử dụng,Không rõ,Elizabeth,6868,Tay ga,7800000.0
Honda,11,2012,Đã sử dụng,100 - 175 cc,SH,18000,Tay ga,142000000.0
Yamaha,13,2010,Đã sử dụng,100 - 175 cc,Exciter,35000,Xe số,62500000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,Vario,6000,Tay ga,45000000.0
Honda,1,2022,Đã sử dụng,Không rõ,Vision,200,Tay ga,86000000.0
Suzuki,2,2021,Đã sử dụng,100 - 175 cc,Raider,12000,Tay côn,38500000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,Vario,4300,Tay ga,45500000.0
Honda,21,2002,Đã sử dụng,100 - 175 cc,Dream,55555,Xe số,5900000.0
Honda,15,2008,Đã sử dụng,100 - 175 cc,SH,12345,Tay ga,95000000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,Vario,19,Tay ga,35500000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,Vario,8000,Tay ga,38200000.0
Honda,25,1998,Đã sử dụng,50 - 100 cc,Dream,5656,Xe số,1200000.0
Yamaha,6,2017,Đã sử dụng,Không rõ,Janus,35000,Tay ga,20800000.0
Yamaha,8,2015,Đã sử dụng,Không rõ,Grande,38000,Tay ga,19800000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,AirBlade,8000,Tay ga,34800000.0
Honda,30,1993,Đã sử dụng,Không rõ,Dream,38000,Xe số,22800000.0
Yamaha,7,2016,Đã sử dụng,100 - 175 cc,Dòng khác,32000,Xe số,118000000.0
Honda,9,2014,Đã sử dụng,Không rõ,Wave,22,Xe số,9500000.0
Honda,20,2003,Đã sử dụng,100 - 175 cc,Wave,30000,Xe số,21500000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,Vario,22000,Tay ga,30000000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,Vision,32000,Tay ga,21000000.0
Yamaha,4,2019,Đã sử dụng,100 - 175 cc,Exciter,345,Tay côn,34500000.0
SYM,11,2012,Đã sử dụng,100 - 175 cc,Elizabeth,123,Tay ga,5800000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,AirBlade,10000,Tay ga,27800000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,Vario,4000,Tay ga,49800000.0
Yamaha,5,2018,Đã sử dụng,Trên 175 cc,Nvx,888,Tay ga,28500000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,Win,5555,Tay côn,27500000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,Vario,555,Tay ga,49500000.0
Yamaha,13,2010,Đã sử dụng,100 - 175 cc,Exciter,25000,Xe số,36500000.0
Honda,7,2016,Đã sử dụng,100 - 175 cc,PCX,5555,Tay ga,41500000.0
Piaggio,13,2010,Đã sử dụng,100 - 175 cc,GTS,30000,Tay ga,33500000.0
Yamaha,11,2012,Đã sử dụng,Không rõ,Mio,9000,Tay ga,13500000.0
Honda,8,2015,Đã sử dụng,100 - 175 cc,SHMode,42000,Tay ga,43500000.0
Piaggio,11,2012,Đã sử dụng,100 - 175 cc,Vespa,30000,Tay ga,12500000.0
Honda,22,2001,Đã sử dụng,Không rõ,Dream,36000,Xe số,36000000.0
Piaggio,5,2018,Đã sử dụng,Không rõ,VespaS125,35000,Tay ga,35000000.0
Honda,6,2017,Đã sử dụng,Không rõ,Wave,14000,Xe số,13300000.0
Honda,7,2016,Đã sử dụng,Không rõ,AirBlade,14000,Tay ga,31500000.0
Piaggio,11,2012,Đã sử dụng,100 - 175 cc,Vespa,6000,Tay ga,8600000.0
Honda,17,2006,Đã sử dụng,Không rõ,Future,63000,Xe số,17000000.0
Piaggio,9,2014,Đã sử dụng,Không rõ,Primavera,21000,Tay ga,35500000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,Vision,13000,Tay ga,31000000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,AirBlade,4500,Tay ga,48700000.0
Honda,7,2016,Đã sử dụng,Không rõ,Wave,45678,Xe số,7800000.0
Honda,20,2003,Đã sử dụng,Không rõ,Wave,389,Xe số,3100000.0
Honda,3,2020,Đã sử dụng,Không rõ,Dòng khác,7000,Tay côn,28000000.0
Suzuki,4,2019,Đã sử dụng,100 - 175 cc,Raider,3000,Tay côn,33000000.0
Suzuki,9,2014,Đã sử dụng,100 - 175 cc,Raider,66699,Tay côn,22222220.0
Honda,11,2012,Đã sử dụng,100 - 175 cc,Vision,14000,Tay ga,14900000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,Lead,19,Tay ga,32800000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,Winner,25000,Tay côn,25000000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,Vario,3900,Tay ga,43000000.0
Honda,8,2015,Đã sử dụng,100 - 175 cc,Lead,29000,Tay ga,23500000.0
Yamaha,4,2019,Đã sử dụng,100 - 175 cc,R,35000,Tay côn,41000000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,Vision,24000,Tay ga,26800000.0
Honda,7,2016,Đã sử dụng,100 - 175 cc,Winner,10000,Tay côn,24000000.0
Piaggio,12,2011,Đã sử dụng,Không rõ,LX,27101,Tay ga,15000000.0
Honda,3,2020,Đã sử dụng,Không rõ,SHMode,1000,Tay ga,72800000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,Scoopy,2000,Tay ga,56500000.0
Honda,9,2014,Đã sử dụng,100 - 175 cc,Lead,15000,Tay ga,27500000.0
Honda,1,2022,Đã sử dụng,Không rõ,WinnerX,5000,Tay côn,26000000.0
Piaggio,13,2010,Đã sử dụng,100 - 175 cc,LX,15000,Tay ga,8900000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,Winner,20000,Tay côn,25000000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,SH,13,Tay ga,73000000.0
Yamaha,2,2021,Đã sử dụng,100 - 175 cc,Exciter,9000,Tay côn,34500000.0
Yamaha,10,2013,Đã sử dụng,Không rõ,Exciter,67129,Tay côn,19500000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,SH,3000,Tay ga,92900000.0
Honda,7,2016,Đã sử dụng,100 - 175 cc,Vision,4999,Tay ga,12000000.0
Honda,7,2016,Đã sử dụng,Không rõ,AirBlade,23000,Tay ga,30800000.0
Yamaha,3,2020,Đã sử dụng,100 - 175 cc,Sirius,20600,Xe số,13300000.0
Yamaha,5,2018,Đã sử dụng,100 - 175 cc,Exciter,63000,Tay côn,28000000.0
Suzuki,17,2006,Đã sử dụng,Không rõ,Sport/Xipo,9999,Tay côn,127000000.0
Honda,8,2015,Đã sử dụng,100 - 175 cc,SH,22000,Tay ga,46800000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,Vario,8000,Tay ga,44000000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,AirBlade,69696,Tay ga,18000000.0
SYM,2,2021,Đã sử dụng,Dưới 50 cc,Elite,2200,Tay ga,14500000.0
Yamaha,13,2010,Đã sử dụng,100 - 175 cc,Sirius,20000,Xe số,8200000.0
Yamaha,5,2018,Đã sử dụng,Không rõ,Janus,16000,Tay ga,21800000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,AirBlade,8000,Tay ga,43300000.0
Honda,9,2014,Đã sử dụng,Không rõ,Dòng khác,34000,Xe số,1111111.0
Piaggio,4,2019,Đã sử dụng,100 - 175 cc,Sprint,9,Tay ga,60000000.0
Yamaha,6,2017,Đã sử dụng,100 - 175 cc,Exciter,24,Xe số,36000000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,SH,14,Tay ga,78000000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,Winner,40000,Tay côn,25000000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,WinnerX,1200,Tay côn,25500000.0
Honda,17,2006,Đã sử dụng,100 - 175 cc,SH,12,Tay ga,55000000.0
Honda,26,1997,Đã sử dụng,50 - 100 cc,CD,20000,Tay côn,26000000.0
Honda,19,2004,Đã sử dụng,Không rõ,Dream,12000,Xe số,4500000.0
