Hang_xe,Tuoi_xe,Nam_dang_ky,Tinh_trang_xe,Dung_tich_xe,Dong_xe,So_km_da_di,Loai_xe,Gia_xe
Suzuki,9,2014,Đã sử dụng,Không rõ,Axelo,12000,Tay côn,12700000.0
Honda,12,2011,Đã sử dụng,Không rõ,SH,30000,Tay ga,27000000.0
Yamaha,5,2018,Đã sử dụng,Không rõ,Exciter,6000,Tay côn,18500000.0
Honda,8,2015,Đã sử dụng,100 - 175 cc,SH,15000,Tay ga,57900000.0
Honda,16,2007,Đã sử dụng,50 - 100 cc,Lead,39000,Tay ga,7000000.0
Yamaha,4,2019,Đã sử dụng,Không rõ,Nvx,3000,Tay ga,21800000.0
Yamaha,9,2014,Đã sử dụng,100 - 175 cc,Exciter,30000,Tay côn,13900000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,SHMode,30000,Tay ga,54000000.0
Honda,12,2011,Đã sử dụng,100 - 175 cc,SH,11000,Tay ga,195000000.0
Yamaha,17,2006,Đã sử dụng,100 - 175 cc,Mio,15000,Tay ga,6300000.0
Honda,4,2019,Đã sử dụng,Không rõ,Vision,9500,Tay ga,29800000.0
Yamaha,6,2017,Đã sử dụng,100 - 175 cc,Nouvo,8600,Tay ga,8800000.0
Yamaha,3,2020,Đã sử dụng,100 - 175 cc,Exciter,1,Tay côn,27800000.0
Honda,9,2014,Đã sử dụng,100 - 175 cc,AirBlade,30000,Tay ga,16900000.0
Honda,15,2008,Đã sử dụng,100 - 175 cc,Click,30,Tay ga,9500000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,AirBlade,22000,Tay ga,25800000.0
Honda,20,2003,Đã sử dụng,50 - 100 cc,Dream,10,Xe số,26500000.0
Honda,5,2018,Đã sử dụng,Không rõ,Winner,18000,Tay côn,23800000.0
Honda,11,2012,Đã sử dụng,100 - 175 cc,Lead,9000,Tay ga,8800000.0
Honda,10,2013,Đã sử dụng,Không rõ,AirBlade,20000,Tay ga,18600000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,Vision,1,Tay ga,26500000.0
Honda,9,2014,Đã sử dụng,100 - 175 cc,Wave,20000,Xe số,9000000.0
Honda,2,2021,Đã sử dụng,Không rõ,Vario,9000,Tay ga,36000000.0
Honda,18,2005,Đã sử dụng,50 - 100 cc,Wave,1234,Xe số,8800000.0
Honda,6,2017,Đã sử dụng,Không rõ,Winner,28779,Tay côn,16900000.0
Honda,1,2022,Đã sử dụng,Không rõ,SHMode,700,Tay ga,66000000.0
Hãng khác,2,2021,Đã sử dụng,Trên 175 cc,BN302,5400,Tay côn,40800000.0
Yamaha,12,2011,Đã sử dụng,100 - 175 cc,Nouvo,5,Tay ga,7500000.0
Honda,10,2013,Đã sử dụng,100 - 175 cc,AirBlade,10,Tay ga,24900000.0
Piaggio,14,2009,Đã sử dụng,Không rõ,Vespa,12000,Tay ga,13400000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,Wave,123,Xe số,10500000.0
Yamaha,11,2012,Đã sử dụng,Không rõ,Luvias,1234,Tay ga,7500000.0
Honda,8,2015,Đã sử dụng,Không rõ,Wave,12000,Xe số,7800000.0
Honda,9,2014,Đã sử dụng,100 - 175 cc,Lead,15,Tay ga,23800000.0
Honda,8,2015,Đã sử dụng,Không rõ,CBR,2,Tay côn,38600000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,Vision,6000,Tay ga,20500000.0
Yamaha,10,2013,Đã sử dụng,Không rõ,Exciter,20,Tay côn,27800000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,SH,5000,Tay ga,46800000.0
Yamaha,12,2011,Đã sử dụng,Không rõ,Luvias,10000,Tay ga,6500000.0
SYM,12,2011,Đã sử dụng,100 - 175 cc,Shark,30000,Tay ga,10500000.0
Honda,3,2020,Đã sử dụng,Không rõ,Winner,40000,Tay côn,18600000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,SH,10000,Tay ga,65000000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,Wave,4000,Xe số,12300000.0
Honda,8,2015,Đã sử dụng,100 - 175 cc,AirBlade,1,Tay ga,22800000.0
Yamaha,3,2020,Đã sử dụng,100 - 175 cc,Exciter,3500,Tay côn,18800000.0
SYM,4,2019,Đã sử dụng,Không rõ,Elegant,5000,Xe số,11500000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,SH,25000,Tay ga,68500000.0
Honda,21,2002,Đã sử dụng,100 - 175 cc,Wave,35000,Xe số,15500000.0
Piaggio,5,2018,Đã sử dụng,100 - 175 cc,Vespa,8800,Tay ga,21800000.0
Hãng khác,18,2005,Đã sử dụng,100 - 175 cc,Dòng khác,14,Xe số,3800000.0
Honda,7,2016,Đã sử dụng,100 - 175 cc,Wave,5,Xe số,13500000.0
Honda,13,2010,Đã sử dụng,Không rõ,Wave,3000,Xe số,7500000.0
Honda,6,2017,Đã sử dụng,Không rõ,Wave,8000,Xe số,10500000.0
Honda,13,2010,Đã sử dụng,100 - 175 cc,SH,10000,Tay ga,158000000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,Vision,7000,Tay ga,20500000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,AirBlade,7300,Tay ga,23500000.0
Suzuki,8,2015,Đã sử dụng,100 - 175 cc,Raider,30000,Tay côn,13900000.0
Honda,8,2015,Đã sử dụng,Không rõ,SH,7000,Tay ga,145000000.0
Yamaha,13,2010,Đã sử dụng,Không rõ,Exciter,50000,Tay côn,38500000.0
Yamaha,1,2022,Đã sử dụng,100 - 175 cc,Exciter,5,Xe số,39800000.0
Honda,10,2013,Đã sử dụng,100 - 175 cc,AirBlade,18000,Tay ga,23000000.0
Honda,8,2015,Đã sử dụng,100 - 175 cc,Lead,4500,Tay ga,9200000.0
Honda,23,2000,Đã sử dụng,100 - 175 cc,Citi,50000,Xe số,9700000.0
Honda,12,2011,Đã sử dụng,Không rõ,Lead,10000,Tay ga,11500000.0
Honda,12,2011,Đã sử dụng,100 - 175 cc,AirBlade,30000,Tay ga,13500000.0
Honda,4,2019,Đã sử dụng,Không rõ,Future,18126,Xe số,24200000.0
Honda,3,2020,Đã sử dụng,Không rõ,SHMode,9000,Tay ga,59500000.0
Honda,9,2014,Đã sử dụng,Không rõ,SH,21000,Tay ga,52000000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,Blade,7890,Xe số,8800000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,SH,4000,Tay ga,90800000.0
Honda,3,2020,Đã sử dụng,Không rõ,AirBlade,18000,Tay ga,30000000.0
Honda,13,2010,Đã sử dụng,100 - 175 cc,SH,30000,Tay ga,169000000.0
Piaggio,12,2011,Đã sử dụng,Không rõ,LX,8999,Tay ga,6800000.0
Yamaha,5,2018,Đã sử dụng,Không rõ,Exciter,20000,Tay côn,25800000.0
Honda,10,2013,Đã sử dụng,100 - 175 cc,Wave,32000,Xe số,12500000.0
Piaggio,5,2018,Đã sử dụng,100 - 175 cc,Liberty,7200,Tay ga,21800000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,AirBlade,1180,Tay ga,36200000.0
Piaggio,8,2015,Đã sử dụng,Không rõ,Vespa,12000,Tay ga,26500000.0
Honda,15,2008,Đã sử dụng,100 - 175 cc,PS,5,Tay ga,28000000.0
Honda,13,2010,Đã sử dụng,100 - 175 cc,Wave,25,Xe số,10500000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,Wave,20000,Xe số,17500000.0
Honda,11,2012,Đã sử dụng,100 - 175 cc,AirBlade,36000,Tay ga,15300000.0
Piaggio,7,2016,Đã sử dụng,Không rõ,Zip,8000,Tay ga,7800000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,Wave,1800,Xe số,13500000.0
Honda,8,2015,Đã sử dụng,100 - 175 cc,AirBlade,17000,Tay ga,26500000.0
Honda,7,2016,Đã sử dụng,Không rõ,Vision,1200,Tay ga,12800000.0
Honda,11,2012,Đã sử dụng,100 - 175 cc,AirBlade,3,Tay ga,15500000.0
Honda,11,2012,Đã sử dụng,100 - 175 cc,Wave,10000,Xe số,7800000.0
Suzuki,23,2000,Đã sử dụng,100 - 175 cc,Sport/Xipo,3000,Tay côn,35000000.0
Honda,14,2009,Đã sử dụng,100 - 175 cc,Wave,26636,Xe số,4500000.0
Yamaha,8,2015,Đã sử dụng,Không rõ,Exciter,10000,Tay côn,15800000.0
Piaggio,11,2012,Đã sử dụng,Không rõ,Vespa,12,Tay ga,15500000.0
Yamaha,10,2013,Đã sử dụng,Không rõ,Nouvo,50000,Tay ga,9900000.0
Honda,9,2014,Đã sử dụng,100 - 175 cc,Wave,9900,Xe số,6800000.0
Piaggio,2,2021,Đã sử dụng,100 - 175 cc,Sprint,2000,Tay ga,82600000.0
Honda,4,2019,Đã sử dụng,Không rõ,Lead,10000,Tay ga,33000000.0
Honda,6,2017,Đã sử dụng,50 - 100 cc,Wave,40000,Xe số,16500000.0
Honda,12,2011,Đã sử dụng,Không rõ,Lead,1000,Tay ga,11800000.0
Hãng khác,5,2018,Đã sử dụng,100 - 175 cc,TNT,45237,Tay côn,13000000.0
Honda,7,2016,Đã sử dụng,100 - 175 cc,Vario,18000,Tay ga,53500000.0
Piaggio,8,2015,Đã sử dụng,100 - 175 cc,Liberty,9000,Tay ga,8800000.0
Honda,1,2022,Đã sử dụng,Dưới 50 cc,Cub,200,Xe số,14000000.0
Honda,14,2009,Đã sử dụng,100 - 175 cc,AirBlade,36912,Tay ga,11000000.0
Honda,3,2020,Đã sử dụng,Trên 175 cc,CB,6000,Tay côn,89900000.0
Honda,17,2006,Đã sử dụng,100 - 175 cc,Wave,45678,Xe số,9200000.0
Honda,11,2012,Đã sử dụng,Không rõ,AirBlade,30000,Tay ga,15800000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,Future,3000,Xe số,34500000.0
Yamaha,4,2019,Đã sử dụng,100 - 175 cc,Grande,8999,Tay ga,17800000.0
Honda,2,2021,Đã sử dụng,Không rõ,Vario,20000,Tay ga,43900000.0
Yamaha,3,2020,Đã sử dụng,100 - 175 cc,Sirius,7600,Xe số,8800000.0
SYM,6,2017,Đã sử dụng,100 - 175 cc,Attila,9000,Tay ga,4800000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,Winner,8000,Tay côn,17500000.0
Suzuki,8,2015,Đã sử dụng,100 - 175 cc,Axelo,5,Tay côn,12500000.0
Yamaha,4,2019,Đã sử dụng,100 - 175 cc,Janus,9000,Tay ga,14800000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,WinnerX,5400,Tay côn,23800000.0
Honda,9,2014,Đã sử dụng,100 - 175 cc,Vision,30000,Tay ga,19800000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,Wave,2000,Xe số,12800000.0
Piaggio,12,2011,Đã sử dụng,100 - 175 cc,Zip,20000,Tay ga,9500000.0
Honda,7,2016,Đã sử dụng,100 - 175 cc,Lead,1500,Tay ga,19000000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,Wave,11268,Xe số,13900000.0
Honda,8,2015,Đã sử dụng,Không rõ,AirBlade,10000,Tay ga,20500000.0
SYM,11,2012,Đã sử dụng,100 - 175 cc,Elizabeth,123,Tay ga,6800000.0
Honda,3,2020,Đã sử dụng,Không rõ,Sonic,10000,Tay côn,3333333.0
Yamaha,4,2019,Đã sử dụng,100 - 175 cc,Nouvo,3200,Tay ga,10800000.0
Yamaha,12,2011,Đã sử dụng,Không rõ,Sirius,20000,Xe số,11000000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,SH,7000,Tay ga,76800000.0
Honda,10,2013,Đã sử dụng,100 - 175 cc,Lead,10000,Tay ga,24000000.0
Hãng khác,18,2005,Đã sử dụng,Không rõ,Dòng khác,38000,Xe số,3700000.0
Honda,12,2011,Đã sử dụng,100 - 175 cc,Dòng khác,6899,Tay côn,23500000.0
Honda,24,1999,Đã sử dụng,100 - 175 cc,Wave,9999,Xe số,42000000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,CB,7000,Xe số,69500000.0
SYM,5,2018,Đã sử dụng,Dưới 50 cc,Elegant,17068,Xe số,10000000.0
Piaggio,11,2012,Đã sử dụng,100 - 175 cc,Vespa,19,Tay ga,15800000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,Vision,30000,Tay ga,29999999.0
Honda,17,2006,Đã sử dụng,100 - 175 cc,Dream,12345,Xe số,17800000.0
Piaggio,15,2008,Đã sử dụng,100 - 175 cc,Vespa,19000,Tay ga,12500000.0
Honda,4,2019,Đã sử dụng,Không rõ,Wave,1000,Xe số,13800000.0
Honda,5,2018,Đã sử dụng,Không rõ,PCX,5000,Tay ga,49300000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,Vario,12000,Tay ga,45500000.0
Yamaha,10,2013,Đã sử dụng,100 - 175 cc,Mio,10000,Tay ga,12500000.0
Hãng khác,15,2008,Đã sử dụng,50 - 100 cc,Dòng khác,4125,Xe số,1600000.0
Honda,6,2017,Đã sử dụng,Dưới 50 cc,Cub,7000,Xe số,8500000.0
Honda,7,2016,Đã sử dụng,100 - 175 cc,Vision,44000,Tay ga,24800000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,Wave,19000,Xe số,17500000.0
Honda,2,2021,Đã sử dụng,Không rõ,Future,25000,Xe số,31000000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,Vario,9000,Tay ga,62500000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,AirBlade,4500,Tay ga,48500000.0
Yamaha,6,2017,Đã sử dụng,100 - 175 cc,Exciter,5,Tay côn,25500000.0
Yamaha,9,2014,Đã sử dụng,100 - 175 cc,FZ,35000,Tay côn,14500000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,SH,1200,Tay ga,98300000.0
Suzuki,8,2015,Đã sử dụng,100 - 175 cc,Raider,30,Tay côn,18800000.0
SYM,11,2012,Đã sử dụng,Không rõ,Shark,10000,Tay ga,9800000.0
Honda,13,2010,Đã sử dụng,Không rõ,Future,28000,Xe số,45500000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,Vision,8000,Tay ga,31000000.0
Honda,3,2020,Đã sử dụng,Không rõ,Vision,6000,Tay ga,33000000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,SH,5000,Tay ga,83800000.0
Yamaha,2,2021,Đã sử dụng,Không rõ,Exciter,1400,Tay côn,43000000.0
Hãng khác,4,2019,Đã sử dụng,Không rõ,Dòng khác,16,Tay côn,14800000.0
Honda,7,2016,Đã sử dụng,100 - 175 cc,SH,16000,Tay ga,69500000.0
Piaggio,9,2014,Đã sử dụng,100 - 175 cc,Liberty,18688,Tay ga,14800000.0
Yamaha,13,2010,Đã sử dụng,100 - 175 cc,Nouvo,25000,Tay ga,6800000.0
Honda,10,2013,Đã sử dụng,50 - 100 cc,Dream,1000,Xe số,22000000.0
Honda,15,2008,Đã sử dụng,100 - 175 cc,SCR,5,Tay ga,8000000.0
Honda,20,2003,Đã sử dụng,100 - 175 cc,Dylan,18688,Tay ga,11500000.0
Piaggio,18,2005,Đã sử dụng,Không rõ,Fly,32126,Tay ga,4200000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,Vision,8000,Tay ga,33000000.0
Yamaha,3,2020,Đã sử dụng,100 - 175 cc,Exciter,11000,Tay côn,33800000.0
Honda,1,2022,Mới,Không rõ,SHMode,0,Tay ga,68000000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,AirBlade,23000,Tay ga,25500000.0
Honda,9,2014,Đã sử dụng,Không rõ,AirBlade,20000,Tay ga,22900000.0
Piaggio,10,2013,Đã sử dụng,Không rõ,Liberty,1000,Tay ga,13800000.0
Hãng khác,14,2009,Đã sử dụng,100 - 175 cc,Dòng khác,2133,Xe số,2400000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,SH,3000,Tay ga,84500000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,Vision,13000,Tay ga,30900000.0
Yamaha,4,2019,Đã sử dụng,100 - 175 cc,Freego,10000,Tay ga,18000000.0
Yamaha,14,2009,Đã sử dụng,Không rõ,Exciter,40000,Xe số,29800000.0
Honda,13,2010,Đã sử dụng,100 - 175 cc,Dream,1,Xe số,5300000.0
Honda,17,2006,Đã sử dụng,100 - 175 cc,Future,33000,Xe số,12800000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,WinnerX,22000,Tay côn,23000000.0
Yamaha,14,2009,Đã sử dụng,100 - 175 cc,Jupiter,12345,Xe số,7900000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,AirBlade,5555,Tay ga,29000000.0
Honda,13,2010,Đã sử dụng,100 - 175 cc,Wave,5,Xe số,12000000.0
SYM,5,2018,Đã sử dụng,Không rõ,Star,68869,Tay côn,15000000.0
SYM,12,2011,Đã sử dụng,Không rõ,Attila,32156,Tay ga,3600000.0
Suzuki,17,2006,Đã sử dụng,100 - 175 cc,Smash,36000,Xe số,6500000.0
Honda,16,2007,Đã sử dụng,100 - 175 cc,SH,29000,Tay ga,59000000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,Wave,45000,Xe số,13500000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,Winner,12300,Tay côn,31000000.0
Yamaha,6,2017,Đã sử dụng,100 - 175 cc,Nvx,25000,Tay ga,24700000.0
Honda,8,2015,Đã sử dụng,100 - 175 cc,Future,29000,Xe số,20800000.0
Honda,13,2010,Đã sử dụng,100 - 175 cc,Click,10000,Tay ga,8800000.0
Honda,26,1997,Đã sử dụng,50 - 100 cc,Dream,9999,Xe số,18800000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,SH,2533,Tay ga,109000000.0
Honda,23,2000,Đã sử dụng,Không rõ,Wave,50000,Xe số,29800000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,WinnerX,15000,Xe số,30800000.0
Hãng khác,15,2008,Đã sử dụng,100 - 175 cc,Dòng khác,25000,Xe số,5700000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,SH,35000,Tay ga,70000000.0
Piaggio,9,2014,Đã sử dụng,100 - 175 cc,Liberty,15,Tay ga,16800000.0
Honda,1,2022,Đã sử dụng,Trên 175 cc,CB,1500,Tay côn,168000000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,Vario,22000,Xe số,39500000.0
Honda,15,2008,Đã sử dụng,50 - 100 cc,Dream,10000,Xe số,15900000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,AirBlade,5555,Tay ga,29500000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,Vario,28000,Xe số,38500000.0
Suzuki,26,1997,Đã sử dụng,100 - 175 cc,Viva,6789,Xe số,4300000.0
Honda,34,1989,Đã sử dụng,Không rõ,Cub,32123,Xe số,17700000.0
Honda,15,2008,Đã sử dụng,Không rõ,Future,10000,Xe số,39800000.0
Honda,3,2020,Đã sử dụng,Trên 175 cc,CBR,3000,Tay côn,123456789.0
Honda,12,2011,Đã sử dụng,Không rõ,Wave,12345,Xe số,9800000.0
Suzuki,4,2019,Đã sử dụng,100 - 175 cc,GSX,10000,Tay côn,28000000.0
Hãng khác,14,2009,Đã sử dụng,50 - 100 cc,Dòng khác,2000,Xe số,2700000.0
Honda,13,2010,Đã sử dụng,100 - 175 cc,Wave,33000,Xe số,7900000.0
Honda,11,2012,Đã sử dụng,Không rõ,Wave,30000,Xe số,10800000.0
Yamaha,6,2017,Đã sử dụng,Không rõ,Exciter,10000,Tay côn,22500000.0
Honda,5,2018,Đã sử dụng,Không rõ,CBR,11333,Tay côn,170000000.0
Honda,7,2016,Đã sử dụng,Không rõ,Vision,35000,Tay ga,22900000.0
Honda,12,2011,Đã sử dụng,100 - 175 cc,Dream,9000,Xe số,2800000.0
Yamaha,17,2006,Đã sử dụng,Không rõ,Jupiter,2484,Xe số,11700000.0
Honda,14,2009,Đã sử dụng,100 - 175 cc,AirBlade,10000,Tay ga,9600000.0
Honda,29,1994,Đã sử dụng,50 - 100 cc,Dream,50000,Xe số,14000000.0
Yamaha,11,2012,Đã sử dụng,100 - 175 cc,Mio,6000,Tay ga,3200000.0
Honda,11,2012,Đã sử dụng,100 - 175 cc,Win,30000,Tay côn,8000000.0
Yamaha,10,2013,Đã sử dụng,Không rõ,Nozza,1200,Tay ga,8800000.0
Honda,4,2019,Đã sử dụng,Không rõ,WinnerX,5,Tay côn,23800000.0
Yamaha,8,2015,Đã sử dụng,100 - 175 cc,Exciter,33000,Tay côn,21500000.0
Yamaha,7,2016,Đã sử dụng,100 - 175 cc,Nozza,6000,Tay ga,7000000.0
Honda,18,2005,Đã sử dụng,Không rõ,Wave,99,Xe số,8200000.0
Honda,15,2008,Đã sử dụng,Không rõ,Click,60000,Tay ga,10000000.0
Honda,13,2010,Đã sử dụng,100 - 175 cc,PCX,28000,Tay ga,35000000.0
Honda,15,2008,Đã sử dụng,100 - 175 cc,AirBlade,25000,Tay ga,13500000.0
Honda,27,1996,Đã sử dụng,Dưới 50 cc,Cub,999,Xe số,13000000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,Vario,1,Tay côn,45900000.0
Yamaha,11,2012,Đã sử dụng,Không rõ,Jupiter,12345,Xe số,9900000.0
Honda,13,2010,Đã sử dụng,50 - 100 cc,Wave,10000,Xe số,10300000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,AirBlade,1500,Tay ga,42600000.0
Suzuki,3,2020,Đã sử dụng,100 - 175 cc,Satria,1,Tay côn,39900000.0
Piaggio,5,2018,Đã sử dụng,100 - 175 cc,Liberty,8,Tay ga,32800000.0
Honda,14,2009,Đã sử dụng,100 - 175 cc,Wave,40000,Xe số,7400000.0
Hãng khác,2,2021,Đã sử dụng,Dưới 50 cc,Dòng khác,9000,Xe số,8400000.0
Honda,16,2007,Đã sử dụng,100 - 175 cc,PS,5555,Tay ga,26000000.0
Suzuki,7,2016,Đã sử dụng,Không rõ,Axelo,999,Tay côn,7800000.0
Honda,15,2008,Đã sử dụng,100 - 175 cc,SH,5,Tay ga,60000000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,Wave,10860,Xe số,12200000.0
Honda,14,2009,Đã sử dụng,Không rõ,AirBlade,32165,Tay ga,9000000.0
Honda,9,2014,Đã sử dụng,100 - 175 cc,AirBlade,2,Tay ga,24600000.0
Honda,9,2014,Đã sử dụng,100 - 175 cc,Lead,26200,Tay ga,23500000.0
Honda,5,2018,Đã sử dụng,Không rõ,SH,40,Tay ga,66000000.0
Yamaha,6,2017,Đã sử dụng,100 - 175 cc,Nvx,43000,Tay ga,25500000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,Wave,9000,Xe số,16000000.0
Honda,8,2015,Đã sử dụng,Không rõ,Vision,22000,Tay ga,23800000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,SHMode,36000,Tay ga,55000000.0
Honda,1,2022,Đã sử dụng,Không rõ,Wave,3000,Xe số,22500000.0
Yamaha,1,2022,Đã sử dụng,100 - 175 cc,Sirius,2000,Xe số,14300000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,AirBlade,6000,Tay ga,34900000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,SH,500,Tay ga,105000000.0
Honda,19,2004,Đã sử dụng,Trên 175 cc,Dòng khác,32345,Tay côn,12345678.0
Honda,18,2005,Đã sử dụng,50 - 100 cc,Wave,10000,Xe số,9900000.0
Yamaha,4,2019,Đã sử dụng,100 - 175 cc,Exciter,7,Xe số,29500000.0
Honda,15,2008,Đã sử dụng,Không rõ,Future,1,Xe số,123000000.0
Suzuki,23,2000,Đã sử dụng,Không rõ,Sport/Xipo,2500,Tay côn,23500000.0
Honda,20,2003,Đã sử dụng,100 - 175 cc,Wave,22222,Xe số,4700000.0
Honda,13,2010,Đã sử dụng,100 - 175 cc,AirBlade,30000,Tay ga,14500000.0
Honda,1,2022,Đã sử dụng,50 - 100 cc,Scoopy,1198,Tay ga,13800000.0
Yamaha,10,2013,Đã sử dụng,Không rõ,Exciter,1000,Tay côn,13800000.0
Honda,8,2015,Đã sử dụng,100 - 175 cc,AirBlade,5555,Tay ga,24500000.0
Hãng khác,3,2020,Đã sử dụng,Dưới 50 cc,Dòng khác,9000,Xe số,7900000.0
Honda,12,2011,Đã sử dụng,100 - 175 cc,SH,8600,Tay ga,28000000.0
Honda,6,2017,Đã sử dụng,Không rõ,Wave,61614,Xe số,4800000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,WinnerX,660,Tay côn,32000000.0
Yamaha,3,2020,Đã sử dụng,100 - 175 cc,Janus,3500,Tay ga,17600000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,Winner,1000,Tay côn,16800000.0
Piaggio,6,2017,Đã sử dụng,100 - 175 cc,Liberty,12000,Tay ga,21300000.0
Honda,1,2022,Mới,100 - 175 cc,WinnerX,0,Tay côn,34000000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,Wave,268,Xe số,19600000.0
Honda,10,2013,Đã sử dụng,100 - 175 cc,AirBlade,10000,Tay ga,14600000.0
Honda,17,2006,Đã sử dụng,50 - 100 cc,Spacy,37,Tay ga,2900000.0
Honda,9,2014,Đã sử dụng,Không rõ,Wave,111,Xe số,1500000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,AirBlade,9000,Tay ga,38000000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,Lead,29500,Tay ga,25900000.0
Honda,23,2000,Đã sử dụng,100 - 175 cc,Wave,37890,Xe số,47000000.0
GPX,4,2019,Đã sử dụng,100 - 175 cc,Demon150GR,12345,Tay côn,12345678.0
Honda,3,2020,Đã sử dụng,Không rõ,SH,8000,Tay ga,78800000.0
Honda,8,2015,Đã sử dụng,100 - 175 cc,AirBlade,30000,Tay ga,24500000.0
Honda,8,2015,Đã sử dụng,100 - 175 cc,AirBlade,9000,Tay ga,26000000.0
Honda,12,2011,Đã sử dụng,Không rõ,AirBlade,1,Tay ga,68500000.0
Yamaha,16,2007,Đã sử dụng,100 - 175 cc,Sirius,12345,Xe số,7800000.0
Honda,23,2000,Đã sử dụng,Không rõ,Wave,50000,Xe số,19800000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,AirBlade,50000,Tay ga,34500000.0
Honda,5,2018,Đã sử dụng,Không rõ,Vario,1111,Tay ga,50000000.0
Piaggio,2,2021,Đã sử dụng,100 - 175 cc,Sprint,1000,Tay ga,69000000.0
Honda,3,2020,Đã sử dụng,Không rõ,WinnerX,15,Tay côn,23800000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,Winner,27000,Tay côn,26500000.0
Yamaha,7,2016,Đã sử dụng,100 - 175 cc,Sirius,5,Xe số,12000000.0
Piaggio,16,2007,Đã sử dụng,100 - 175 cc,GTS,34567,Tay ga,14500000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,Wave,12,Xe số,5600000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,Winner,27000,Tay côn,22000000.0
Honda,25,1998,Đã sử dụng,Dưới 50 cc,Cub,63628,Xe số,5500000.0
Honda,3,2020,Đã sử dụng,Dưới 50 cc,AirBlade,9000,Tay ga,45600000.0
Honda,6,2017,Đã sử dụng,Không rõ,Vario,11,Tay ga,66000000.0
Yamaha,4,2019,Đã sử dụng,100 - 175 cc,FZ,19000,Tay côn,33000000.0
Yamaha,13,2010,Đã sử dụng,100 - 175 cc,Exciter,12345,Tay côn,45500000.0
Honda,11,2012,Đã sử dụng,100 - 175 cc,Lead,20000,Tay ga,16000000.0
Honda,18,2005,Đã sử dụng,100 - 175 cc,Wave,40000,Xe số,26500000.0
Yamaha,11,2012,Đã sử dụng,Không rõ,Exciter,15000,Tay côn,17800000.0
